기업명,상품유형,카테고리그룹,1차카테고리,2차카테고리,상품명,판매단위, 판매가 ,기준일
(사)담쟁이,제품,생활/취미,생활/위생용품,수납/정리용품,종합세트 B,1개,20000,2024-04-23
(사)담쟁이,제품,생활/취미,생활/위생용품,수납/정리용품,종합세트 C,1개,31000,2024-04-23
(사)담쟁이,제품,생활/취미,생활/위생용품,수납/정리용품,종합세트 C,1개,24800,2024-04-23
(사)담쟁이,제품,생활/취미,생활/위생용품,수납/정리용품,종합세트 D,1개,48000,2024-04-23
(사)담쟁이,제품,생활/취미,생활/위생용품,수납/정리용품,종합세트 D,1개,38400,2024-04-23
(사)담쟁이,제품,생활/취미,생활/위생용품,수납/정리용품,주방세제 세트,1개,10000,2024-04-23
(사)담쟁이,제품,생활/취미,생활/위생용품,수납/정리용품,주방세제 세트,1개,8000,2024-04-23
(사)담쟁이,제품,생활/취미,주방용품,식기/수저,[도매 할인] 아이엠 천연 주방세제 500ml,1개,3780,2024-04-23
(사)담쟁이,제품,생활/취미,주방용품,식기/수저,[초특가]아이엠 천연 주방세제 500ml,1개,6000,2024-04-23
(사)담쟁이,제품,생활/취미,주방용품,식기/수저,아이엠 천연 주방세제 250ml,1개,3500,2024-04-23
(사)담쟁이,제품,생활/취미,주방용품,식기/수저,아이엠 천연 주방세제 250ml,1개,2450,2024-04-23
(사)담쟁이,제품,생활/취미,주방용품,식기/수저,아이엠 천연 주방세제 250ml,1개,3500,2024-04-23
(사)담쟁이,제품,생활/취미,주방용품,식기/수저,아이엠 천연 주방세제 250ml,1개,2450,2024-04-23
(사)담쟁이,제품,생활/취미,주방용품,식기/수저,아이엠 천연 주방세제 500ml,1개,6000,2024-04-23
(사)담쟁이,제품,생활/취미,주방용품,식기/수저,아이엠 천연 주방세제 500ml,1개,4200,2024-04-23
(사)담쟁이,제품,생활/취미,주방용품,식기/수저,아이엠 천연 주방세제 500ml,1개,6000,2024-04-23
(사)담쟁이,제품,생활/취미,주방용품,식기/수저,아이엠 천연 주방세제 500ml,1개,4200,2024-04-23
(사)밀알장애인사회통합공동체,제품,기계/전기/소방,자동차,자동차 조명/전기," LED실내조명등, 밀알조명, MA-KB-40W, 40W, LED매입형 ",,81000,2024-04-23
(사)밀알장애인사회통합공동체,제품,기계/전기/소방,자동차,자동차 조명/전기,"LED실내조명등, 밀알조명, MA-EG123-40W, 50W, LED고정형 ",,81000,2024-04-23
(사)밀알장애인사회통합공동체,제품,기계/전기/소방,자동차,자동차 조명/전기,"LED실내조명등, 밀알조명, MA-EG123-40W-, 40W, LED매입형 ",,81000,2024-04-23
(사)밀알장애인사회통합공동체,제품,기계/전기/소방,자동차,자동차 조명/전기,"LED실내조명등, 밀알조명, MA-EG63-20W, 25W, LED고정형 ",,71000,2024-04-23
(사)밀알장애인사회통합공동체,제품,기계/전기/소방,자동차,자동차 조명/전기,"LED실내조명등, 밀알조명, MA-EG66-40W, 50W, LED고정형 ",,81000,2024-04-23
(사)밀알장애인사회통합공동체,제품,기계/전기/소방,자동차,자동차 조명/전기,"LED실내조명등, 밀알조명, MA-EG66-40W-, LED고정형 ",,81000,2024-04-23
(사)부산돌봄사회서비스센터,서비스,사회복지,간병/가사지원,간병/가사지원,가정방문산후조리서비스,,1050000,2024-04-23
(사)부산메트로폴리탄필하모닉오케스트라,서비스,문화,공연,공연,오케스트라공연,,0,2024-04-23
(사)아름다운사람들복지회,제품,기타,기타,기타,인쇄 출판물,,10000,2024-04-23
(사)여성과나눔 보육콜센터,서비스,교육서비스,전문교육,전문교육,녹색생활체험(모기퇴치제),,3000,2024-04-23
(사)여성과나눔 보육콜센터,서비스,교육서비스,전문교육,전문교육,녹색생활체험(미용비누),,3000,2024-04-23
(사)여성과나눔 보육콜센터,서비스,교육서비스,전문교육,전문교육,녹색생활체험(수분크림),,10000,2024-04-23
(사)여성과나눔 보육콜센터,서비스,교육서비스,전문교육,전문교육,녹색생활체험(죽염치약),,3000,2024-04-23
(사)여성과나눔 보육콜센터,서비스,교육서비스,전문교육,전문교육,"녹색생활체험1( 내손으로 만드는 &#39;면위생대, 면라이너, 면생리대&#39; )",,4000,2024-04-23
(사)여성과나눔 보육콜센터,서비스,사회복지,보육,보육,놀이보육,,30000,2024-04-23
(사)여성과나눔 보육콜센터,서비스,사회복지,보육,보육,등하원보육,,20000,2024-04-23
(사)여성과나눔 보육콜센터,서비스,사회복지,보육,보육,"방과후보육, 시간제보육",,45000,2024-04-23
(사)여성과나눔 보육콜센터,서비스,사회복지,보육,보육,전문가정보육사,,1630000,2024-04-23
(사)여성과나눔 보육콜센터,서비스,사회복지,보육,보육,찾아가는 가정보육사,,50000,2024-04-23
(사)여성과나눔 보육콜센터,서비스,사회복지,보육,보육,행사보육,,50000,2024-04-23
(사)여성과나눔 보육콜센터,제품,생활/취미,생활/위생용품,기타 생활/위생용품,"[포근이슬] 무자극 천연소재 뱀부 면라이너 소형, 중형, 대형",단품,5040,2024-04-23
(사)여성과나눔 보육콜센터,제품,생활/취미,생활/위생용품,기타 생활/위생용품,"[포근이슬] 무자극 천연소재 뱀부 면생리대 소형,중형,대형 ",단품,5800,2024-04-23
(사)여성과나눔 보육콜센터,제품,생활/취미,생활/위생용품,기타 생활/위생용품,"[포근이슬] 무자극 천연소재 뱀부 면생리대 소형,중형,대형 ",단품,4640,2024-04-23
(사)여성과나눔 보육콜센터,제품,생활/취미,생활/위생용품,기타 생활/위생용품,[포근이슬] 천연염색 요실금패드 SET (소형3+중형3),1세트,34020,2024-04-23
(사)여성과나눔 보육콜센터,제품,생활/취미,생활/위생용품,기타 생활/위생용품,[포근이슬] 천연염색 요실금패드 SET (소형3+중형3),1세트,30240,2024-04-23
(사)여성과나눔 보육콜센터,제품,생활/취미,생활/위생용품,위생용품,"[포근이슬] 다회용 순면라이너 소형, 중형",단품,5000,2024-04-23
(사)여성과나눔 보육콜센터,제품,생활/취미,생활/위생용품,위생용품,"[포근이슬] 다회용 순면라이너 소형, 중형",단품,4000,2024-04-23
(사)여성과나눔 보육콜센터,제품,생활/취미,생활/위생용품,위생용품,"[포근이슬] 무자극 천연소재 뱀부 면라이너 소형, 중형, 대형",단품,5600,2024-04-23
(사)여성과나눔 보육콜센터,제품,생활/취미,생활/위생용품,위생용품,[포근이슬] 뱀부 면라이너 SET 무자극 천연소재 (소형2 + 중형2 + 대형2),1세트(6개),41600,2024-04-23
(사)여성과나눔 보육콜센터,제품,생활/취미,생활/위생용품,위생용품,[포근이슬] 뱀부 면라이너 SET 무자극 천연소재 (소형2 + 중형2 + 대형2),1세트,33280,2024-04-23
(사)여성과나눔 보육콜센터,제품,생활/취미,생활/위생용품,위생용품,[포근이슬] 순면라이너 SET (소형3 + 중형3),1세트,33600,2024-04-23
(사)여성과나눔 보육콜센터,제품,생활/취미,생활/위생용품,위생용품,[포근이슬] 순면라이너 SET (소형3 + 중형3),1세트,26880,2024-04-23
(사)여성과나눔 보육콜센터,제품,생활/취미,생활/위생용품,위생용품,"[포근이슬]천연염색 요실금패드 소형 (쑥, 황토, 쪽)",1개(단품),5800,2024-04-23
(사)여성과나눔 보육콜센터,제품,생활/취미,생활/위생용품,위생용품,"[포근이슬]천연염색 요실금패드 소형, 중형 (쑥, 황토, 쪽)",1개(단품),5220,2024-04-23
(사)장애인고용진흥회,제품,생활/취미,생활/위생용품,기타 생활/위생용품,봄날 점보롤 화장지 300미터,1박스(16롤),38000,2024-04-23
(사)장애인고용진흥회,제품,생활/취미,생활/위생용품,기타 생활/위생용품,봄날 점보롤화장지 500미터,1박스(16롤),39000,2024-04-23
(사)장애인고용진흥회,제품,생활/취미,생활/위생용품,기타 생활/위생용품,봄날 핸드타올 5000매,1박스(5000매),28000,2024-04-23
(사)장애인고용진흥회,제품,생활/취미,생활/위생용품,위생용품,"새롬 방역용 마스크 KF94 500매 1박스(50매입 10소박스), 비닐 개별포장",박스,100000,2024-04-23
(사)장애인고용진흥회,제품,생활/취미,생활/위생용품,위생용품,"새롬방역용마스크 KF94 100매(대형. 흰색, 비닐개별포장)","1박스(100매, 50매입 2소박스)",23500,2024-04-23
(사)푸드포체인지,제품,사무/교육,교육용품,교육용품/교구,식생활 생태전환교육 활동키트(1인 1개 필요),1개,5900,2024-04-23
(사)푸드포체인지,제품,사무/교육,교육용품,교육용품/교구,식품표시 확인 카드 게임,1개,18000,2024-04-23
(사)푸드포체인지,제품,사무/교육,교육용품,교육용품/교구,알록달록 칼라푸드 기억력 카드 게임,1개,19500,2024-04-23
(사)푸드포체인지,제품,사무/교육,교육용품,교육용품/교구,텃밭에서 떠나는 맛여행 미각교육 보드게임,1개,29000,2024-04-23
(사)한국근로장애인진흥회,제품,사무/교육,문구/사무용품,복사용지,75g 복사용지 A3,"1BOX/1,250매",26000,2024-04-23
(사)한국근로장애인진흥회,제품,사무/교육,문구/사무용품,복사용지,75g 복사용지 A3,"1BOX/1,250매",26000,2024-04-23
(사)한국근로장애인진흥회,제품,사무/교육,문구/사무용품,복사용지,75g 복사용지 B4,"1BOX/2,500매",35500,2024-04-23
(사)한국근로장애인진흥회,제품,사무/교육,문구/사무용품,복사용지,75g 복사용지 B4,"1BOX/2,500매",35500,2024-04-23
(사)한국근로장애인진흥회,제품,사무/교육,문구/사무용품,복사용지,75g 복사용지 B5,"1BOX/2,500매",15000,2024-04-23
(사)한국근로장애인진흥회,제품,사무/교육,문구/사무용품,복사용지,75g 복사용지 B5,"1BOX/2,500매",15000,2024-04-23
(사)한국근로장애인진흥회,제품,사무/교육,문구/사무용품,복사용지,75g 친환경복사용지 A4,"1BOX/2,500매",25500,2024-04-23
(사)한국근로장애인진흥회,제품,사무/교육,문구/사무용품,복사용지,75g 친환경복사용지 A4,"1BOX/2,500매",25500,2024-04-23
(사)한국근로장애인진흥회,제품,사무/교육,문구/사무용품,복사용지,75g 친환경복사용지 B4,"1BOX/2,500매",29000,2024-04-23
(사)한국근로장애인진흥회,제품,사무/교육,문구/사무용품,복사용지,75g 친환경복사용지 B4,"1BOX/2,500매",34500,2024-04-23
(사)한국근로장애인진흥회,제품,사무/교육,문구/사무용품,복사용지,80g 친환경복사용지 A4,"1BOX/2,500매",26000,2024-04-23
(사)한국근로장애인진흥회,제품,사무/교육,문구/사무용품,복사용지,80g 친환경복사용지 A4,"1BOX/2,500매",26000,2024-04-23
(사)한국근로장애인진흥회,제품,사무/교육,문구/사무용품,복사용지,80g 친환경복사용지 B4,"1BOX/2,500매",36000,2024-04-23
(사)한국근로장애인진흥회,제품,사무/교육,문구/사무용품,복사용지,80g 친환경복사용지 B4,"1BOX/2,500매",36000,2024-04-23
(사)한국근로장애인진흥회,제품,사무/교육,문구/사무용품,복사용지,다원 복사용지 75g A4,"1BOX/2,500매",26000,2024-04-23
(사)한국근로장애인진흥회,제품,사무/교육,문구/사무용품,복사용지,다원 복사용지 75g A4,"1BOX/2,500매",26000,2024-04-23
(사)한국근로장애인진흥회,제품,사무/교육,문구/사무용품,복사용지,다원 복사용지 80g A4,"1BOX/2,500매",27000,2024-04-23
(사)한국근로장애인진흥회,제품,사무/교육,문구/사무용품,복사용지,다원 복사용지 80g A4,"1BOX/2,500매",27000,2024-04-23
(사)한국근로장애인진흥회,제품,사무/교육,문구/사무용품,복사용지,다원 복사용지 85g A4,"1BOX/2,500매",29000,2024-04-23
(사)한국근로장애인진흥회,제품,사무/교육,문구/사무용품,복사용지,다원 복사용지 85g A4,,29000,2024-04-23
(사)한국장애인공존협회,서비스,환경,청소/방역,청소/방역,저수조(물탱크)청소 및 소독방역업,,10,2024-04-23
(사)한국장애인공존협회,서비스,환경,청소/방역,청소/방역,청소용역,,10,2024-04-23
(사)한국장애인공존협회,제품,기타,기타,기타,PP마대,100장,450,2024-04-23
(사)한국장애인문화인쇄협회,제품,사무/교육,문구/사무용품,인쇄물,인쇄물,없음,100000000,2024-04-23
(사)한국지체장애인협회 춘천시장애인근로사업장,제품,사무/교육,문구/사무용품,기타 문구/사무용품, 반비 80g A3,없음,25500,2024-04-23
(사)한국지체장애인협회 춘천시장애인근로사업장,제품,사무/교육,문구/사무용품,기타 문구/사무용품, 반비 85g A4,없음,27000,2024-04-23
(사)한국지체장애인협회 춘천시장애인근로사업장,제품,사무/교육,문구/사무용품,기타 문구/사무용품, 반비 친환경 80g A4,없음,24200,2024-04-23
(사)한국지체장애인협회 춘천시장애인근로사업장,제품,사무/교육,문구/사무용품,기타 문구/사무용품,반비 75g A4,없음,23500,2024-04-23
(사)한국지체장애인협회 춘천시장애인근로사업장,제품,사무/교육,문구/사무용품,기타 문구/사무용품,반비 75g A4,없음,23500,2024-04-23
(사)한국지체장애인협회 춘천시장애인근로사업장,제품,사무/교육,문구/사무용품,기타 문구/사무용품,반비 75g B5,없음,18500,2024-04-23
(사)한국지체장애인협회 춘천시장애인근로사업장,제품,사무/교육,문구/사무용품,기타 문구/사무용품,반비 75g B5,없음,18500,2024-04-23
(사)한국지체장애인협회 춘천시장애인근로사업장,제품,사무/교육,문구/사무용품,기타 문구/사무용품,반비 80g A3,없음,25500,2024-04-23
(사)한국지체장애인협회 춘천시장애인근로사업장,제품,사무/교육,문구/사무용품,기타 문구/사무용품,반비 80g A3,없음,25500,2024-04-23
(사)한국지체장애인협회 춘천시장애인근로사업장,제품,사무/교육,문구/사무용품,기타 문구/사무용품,반비 80g A4,없음,25000,2024-04-23
